Date  ,Time,HumidityHive,TemperatureHive,WatervapourdenHive,TemperatureOutside,Barometer,HumidyOutside,Rain,WindSpeed,WindDir
5/13/2013,16:50:00,70.59,32.76,24.81,13.666700,1019.48,66,0.00,1.61,157
5/13/2013,17:00:00,72.4,32.84,25.554,13.722200,1019.31,62,0.00,3.22,202
5/13/2013,17:10:00,74.9,32.51,25.978,14.000000,1019.20,64,0.00,1.61,157
5/13/2013,17:20:00,69.14,32.76,24.3,14.777800,1019.17,61,0.00,1.61,135
5/13/2013,17:30:00,68.6,33.07,24.509,14.500000,1019.07,60,0.00,1.61,135
5/13/2013,17:40:00,77.74,32.68,27.207,14.555600,1019.00,65,0.00,1.61,135
5/13/2013,17:50:00,73.84,32.81,26.021,15.000000,1018.83,61,0.00,4.83,112
5/13/2013,18:00:00,83.24,32.74,29.225,14.666700,1018.73,63,0.00,1.61,135
5/13/2013,18:10:00,75.79,32.84,26.75,15.055600,1018.53,63,0.00,6.44,135
5/13/2013,18:20:00,70.09,33.08,25.055,14.555600,1018.43,62,0.00,8.05,135
5/13/2013,18:30:00,72.11,33.21,25.954,15.000000,1018.29,60,0.00,8.05,90
5/13/2013,18:40:00,74.33,33.32,26.909,14.833300,1018.15,60,0.00,4.83,180
5/13/2013,18:50:00,74.65,33.4,27.139,14.500000,1018.02,64,0.00,4.83,157
5/13/2013,19:00:00,76.08,33.35,27.586,14.555600,1017.88,65,0.00,4.83,157
5/13/2013,19:10:00,70.4,33.67,25.961,14.444400,1017.99,64,0.00,4.83,157
5/13/2013,19:20:00,78.4,33.39,28.487,14.277800,1018.02,66,0.00,3.22,157
5/13/2013,19:30:00,74.9,33.38,27.201,14.111100,1018.09,66,0.00,1.61,157
5/13/2013,19:40:00,73.73,33.52,26.974,14.055600,1017.99,65,0.00,0.00,157
5/13/2013,19:50:00,70.91,33.6,26.052,14.000000,1017.85,64,0.00,3.22,180
5/13/2013,20:00:00,76.02,33.27,27.448,13.944400,1017.82,63,0.00,1.61,180
5/13/2013,20:10:00,68.98,33.33,24.985,13.777800,1017.75,65,0.00,0.00,-1
5/13/2013,20:20:00,71.72,33.48,26.184,13.555600,1017.82,66,0.00,0.00,180
5/13/2013,20:30:00,75.36,33.3,27.253,13.277800,1017.82,67,0.00,0.00,180
5/13/2013,20:40:00,74.12,33.15,26.593,13.000000,1017.88,69,0.00,0.00,180
5/13/2013,20:50:00,72.41,33.03,25.816,12.666700,1017.82,71,0.00,1.61,180
5/13/2013,21:00:00,69.99,33.03,24.953,12.333300,1017.95,73,0.00,0.00,-1
5/13/2013,21:10:00,67.5,32.9,23.9,12.111100,1018.09,74,0.00,0.00,-1
5/13/2013,21:20:00,69.56,32.88,24.603,12.055600,1018.12,75,0.00,0.00,-1
5/13/2013,21:30:00,68.52,32.65,23.942,11.944400,1018.26,75,0.00,0.00,-1
5/13/2013,21:40:00,70.78,32.56,24.614,12.111100,1018.46,76,0.00,3.22,315
5/13/2013,21:50:00,67.67,32.47,23.421,12.222200,1018.63,75,0.00,1.61,292
5/13/2013,22:00:00,59.27,32.59,20.644,12.333300,1018.56,74,0.00,0.00,292
5/13/2013,22:10:00,65.81,32.58,22.91,12.222200,1018.66,74,0.00,9.66,315
5/13/2013,22:20:00,67.79,32.6,23.624,12.055600,1018.76,74,0.00,8.05,315
5/13/2013,22:30:00,62.31,32.38,21.463,11.777800,1018.76,75,0.00,11.27,315
5/13/2013,22:40:00,72.83,32.4,25.113,11.500000,1018.70,76,0.00,11.27,315
5/13/2013,22:50:00,70.84,32.59,24.674,11.277800,1018.70,77,0.00,6.44,315
5/13/2013,23:00:00,77.82,32.44,26.891,11.222200,1018.66,77,0.00,6.44,315
5/13/2013,23:10:00,73.35,32.42,25.319,11.166700,1018.56,77,0.00,6.44,337
5/13/2013,23:20:00,68.19,32.48,23.613,11.166700,1018.53,77,0.00,1.61,0
5/13/2013,23:30:00,67.59,32.72,23.705,11.111100,1018.39,77,0.00,1.61,0
5/13/2013,23:40:00,67.11,32.65,23.45,10.888900,1018.26,77,0.00,0.00,45
5/13/2013,23:50:00,65.97,32.68,23.088,10.555600,1018.22,78,0.00,0.00,-1
5/14/2013,0:00:00,67.79,32.66,23.7,10.111100,1018.26,79,0.00,0.00,-1
5/14/2013,0:10:00,68.01,32.89,24.068,9.944450,1018.22,81,0.00,0.00,-1
5/14/2013,0:20:00,68.53,32.85,24.201,9.833330,1018.22,82,0.00,0.00,-1
5/14/2013,0:30:00,70.8,32.82,24.963,9.833330,1018.15,83,0.00,0.00,-1
5/14/2013,0:40:00,75.8,32.94,26.896,9.833330,1018.09,84,0.00,0.00,-1
5/14/2013,0:50:00,70.05,33.24,25.253,9.833330,1018.02,84,0.00,1.61,45
5/14/2013,1:00:00,74.27,33.1,26.577,9.833330,1017.99,85,0.00,0.00,-1
5/14/2013,1:10:00,70.56,33.07,25.209,9.722220,1017.85,85,0.00,0.00,-1
5/14/2013,1:20:00,69.12,33.23,24.904,9.722220,1017.85,85,0.00,0.00,-1
5/14/2013,1:30:00,70.58,33.33,25.565,9.666670,1017.92,85,0.00,0.00,-1
5/14/2013,1:40:00,71.46,33.47,26.075,9.777780,1017.78,85,0.00,0.00,-1
5/14/2013,1:50:00,71.71,33.3,25.933,9.777780,1017.82,86,0.00,0.00,-1
5/14/2013,2:00:00,71.11,33.49,25.975,9.777780,1017.71,86,0.00,0.00,-1
5/14/2013,2:10:00,77.47,33.32,28.046,9.722220,1017.44,86,0.00,0.00,-1
5/14/2013,2:20:00,70.88,33.27,25.592,9.722220,1017.38,86,0.00,0.00,-1
5/14/2013,2:30:00,75.34,32.99,26.803,9.666670,1017.24,86,0.00,1.61,45
5/14/2013,2:40:00,74.69,33.28,26.982,9.722220,1017.10,86,0.00,1.61,45
5/14/2013,2:50:00,69.56,33.63,25.597,9.833330,1017.00,85,0.00,0.00,45
5/14/2013,3:00:00,70.96,33.59,26.057,9.888890,1016.83,85,0.00,0.00,45
5/14/2013,3:10:00,71.05,33.44,25.885,10.000000,1016.80,84,0.00,0.00,-1
5/14/2013,3:20:00,72.49,33.4,26.354,10.055600,1016.77,84,0.00,0.00,45
5/14/2013,3:30:00,78.18,33.17,28.08,10.055600,1016.70,84,0.00,1.61,45
5/14/2013,3:40:00,81.68,33.29,29.523,10.166700,1016.73,83,0.00,0.00,-1
5/14/2013,3:50:00,74.91,33.43,27.277,10.166700,1016.56,83,0.00,0.00,90
5/14/2013,4:00:00,75.42,33.37,27.376,10.055600,1016.50,84,0.00,0.00,90
5/14/2013,4:10:00,77.63,33.34,28.133,9.888890,1016.39,84,0.00,0.00,-1
5/14/2013,4:20:00,82.51,33.33,29.886,9.555560,1016.29,85,0.00,0.00,-1
5/14/2013,4:30:00,78.36,33.49,28.623,9.277780,1016.22,85,0.00,0.00,-1
5/14/2013,4:40:00,78.81,33.37,28.606,9.166670,1016.22,86,0.00,1.61,180
5/14/2013,4:50:00,69.98,33.66,25.792,9.055560,1015.95,87,0.00,1.61,180
5/14/2013,5:00:00,79.79,33.56,29.253,8.888890,1015.85,87,0.00,0.00,180
5/14/2013,5:10:00,69.77,33.7,25.769,8.777780,1015.82,87,0.00,0.00,-1
5/14/2013,5:20:00,72.93,33.85,27.149,8.722220,1015.78,88,0.00,0.00,-1
5/14/2013,5:30:00,70.72,33.92,26.423,8.666670,1015.78,88,0.00,0.00,-1
5/14/2013,5:40:00,68.66,34.01,25.775,8.722220,1015.78,88,0.00,0.00,-1
5/14/2013,5:50:00,62.13,34.16,23.508,8.777780,1015.78,89,0.00,0.00,-1
5/14/2013,6:00:00,67.09,33.83,24.949,8.833330,1015.68,89,0.00,0.00,-1
5/14/2013,6:10:00,64.69,33.63,23.805,8.833330,1015.72,89,0.00,0.00,-1
5/14/2013,6:20:00,68.84,33.53,25.199,8.833330,1015.58,89,0.00,0.00,-1
5/14/2013,6:30:00,65.71,33.36,23.839,8.888890,1015.58,89,0.00,0.00,-1
5/14/2013,6:40:00,63.87,33.12,22.879,9.166670,1015.58,90,0.00,0.00,-1
5/14/2013,6:50:00,65.17,33.12,23.345,9.666670,1015.61,90,0.00,0.00,-1
5/14/2013,7:00:00,64.42,32.82,22.713,10.000000,1015.65,89,0.00,0.00,-1
5/14/2013,7:10:00,65.95,33.18,23.699,9.888890,1015.61,88,0.00,0.00,157
5/14/2013,7:20:00,58.18,32.74,20.426,9.888890,1015.78,87,0.00,1.61,157
5/14/2013,7:30:00,63.91,32.9,22.629,10.055600,1015.58,86,0.00,0.00,157
5/14/2013,7:40:00,69.81,32.75,24.523,10.111100,1015.65,85,0.00,0.00,157
5/14/2013,7:50:00,70.82,32.4,24.42,10.222200,1015.85,85,0.00,0.00,135
5/14/2013,8:00:00,60.29,32.46,20.855,10.333300,1015.65,84,0.00,0.00,135
5/14/2013,8:10:00,61.76,32.63,21.557,10.555600,1015.72,84,0.00,0.00,135
5/14/2013,8:20:00,64.63,32.76,22.715,10.777800,1015.75,83,0.00,0.00,135
5/14/2013,8:30:00,70.56,32.27,24.163,11.333300,1015.45,82,0.00,0.00,135
5/14/2013,8:40:00,71.36,32.04,24.139,11.722200,1015.51,79,0.00,0.00,157
5/14/2013,8:50:00,60.73,32,20.5,12.000000,1015.51,79,0.00,0.00,157
5/14/2013,9:00:00,67.08,32.19,22.873,12.000000,1015.48,76,0.00,0.00,225
5/14/2013,9:10:00,71.98,31.98,24.271,12.055600,1015.41,78,0.00,0.00,225
5/14/2013,9:20:00,69.5,32.03,23.498,12.500000,1015.28,77,0.00,0.00,90
5/14/2013,9:30:00,79.86,32.35,27.464,12.777800,1015.14,74,0.00,1.61,90
5/14/2013,9:40:00,82.35,31.84,27.562,13.000000,1015.04,74,0.00,0.00,135
5/14/2013,9:50:00,62.82,32.16,21.387,13.222200,1015.01,75,0.00,1.61,90
5/14/2013,10:00:00,68.29,32.31,23.435,13.166700,1014.84,71,0.00,1.61,292
5/14/2013,10:10:00,58.68,19.5,9.841,13.722200,1014.63,73,0.00,0.00,337
5/14/2013,10:20:00,71.42,29.71,21.316,14.111100,1014.46,69,0.00,3.22,90
5/14/2013,10:30:00,66.48,31.95,22.381,13.777800,1014.40,68,0.00,0.00,225
5/14/2013,10:40:00,67.09,32.35,23.072,13.611100,1014.29,67,0.00,1.61,225
5/14/2013,10:50:00,66.63,32.58,23.196,13.777800,1014.02,69,0.00,0.00,0
5/14/2013,11:00:00,68.36,32.62,23.848,14.166700,1014.09,68,0.00,3.22,112
5/14/2013,11:10:00,70.11,32.53,24.342,14.333300,1013.85,67,0.00,1.61,112
5/14/2013,11:20:00,68.67,32.65,23.995,14.666700,1013.62,68,0.00,1.61,157
5/14/2013,11:30:00,67.95,32.74,23.857,15.000000,1013.55,65,0.00,4.83,112
5/14/2013,11:40:00,65.35,32.74,22.944,14.944400,1013.38,64,0.00,3.22,202
5/14/2013,11:50:00,68.54,32.98,24.371,15.444400,1013.11,62,0.00,1.61,225
5/14/2013,12:00:00,67.75,32.88,23.963,15.444400,1013.11,62,0.00,4.83,225
5/14/2013,12:10:00,69.05,32.99,24.566,15.722200,1012.94,63,0.00,4.83,270
5/14/2013,12:20:00,69.85,33.24,25.181,16.277800,1012.84,64,0.00,1.61,292
5/14/2013,12:30:00,76.35,32.91,27.048,16.111100,1012.50,58,0.00,1.61,225
5/14/2013,12:40:00,75.73,32.74,26.588,16.555600,1012.40,65,0.00,1.61,135
5/14/2013,12:50:00,69.96,33.36,25.38,16.611100,1012.23,60,0.00,0.00,180
5/14/2013,13:00:00,70.96,33.64,26.126,16.611100,1011.92,60,0.00,3.22,157
5/14/2013,13:10:00,74.29,33.48,27.122,16.888900,1011.79,60,0.00,0.00,247
5/14/2013,13:20:00,68.91,33.86,25.666,17.277800,1011.72,59,0.00,1.61,202
5/14/2013,13:30:00,70.7,33.59,25.961,17.111100,1011.55,57,0.00,0.00,247
5/14/2013,13:40:00,72.75,33.49,26.574,17.444400,1011.35,57,0.00,0.00,292
5/14/2013,13:50:00,75.63,33.53,27.684,17.333300,1011.14,58,0.00,0.00,90
5/14/2013,14:00:00,74.5,33.52,27.256,17.722200,1010.94,54,0.00,1.61,270
5/14/2013,14:10:00,70.14,33.79,26.028,17.722200,1010.64,57,0.00,3.22,315
5/14/2013,14:20:00,69.31,33.76,25.68,17.611100,1010.57,59,0.00,1.61,45
5/14/2013,14:30:00,73.59,33.71,27.194,17.888900,1010.37,60,0.00,8.05,0
5/14/2013,14:40:00,69.18,34.09,26.079,17.944400,1010.26,56,0.00,3.22,337
5/14/2013,14:50:00,71.04,34.04,26.71,17.666700,1010.13,57,0.00,8.05,22
5/14/2013,15:00:00,69.49,34.15,26.279,18.111100,1009.96,56,0.00,1.61,247
5/14/2013,15:10:00,72.18,34.19,27.353,18.611100,1009.72,57,0.00,4.83,292
5/14/2013,15:20:00,73.92,34.05,27.808,18.944400,1009.49,55,0.00,1.61,225
5/14/2013,15:30:00,76.79,34.01,28.827,18.833300,1009.32,57,0.00,1.61,315
5/14/2013,15:40:00,71.37,34.36,27.288,19.333300,1009.08,53,0.00,3.22,0
5/14/2013,15:50:00,76.92,34.3,29.318,19.277800,1009.01,54,0.00,1.61,225
5/14/2013,16:00:00,76.96,34.23,29.226,19.222200,1008.67,52,0.00,3.22,225
5/14/2013,16:10:00,71.39,34.63,27.684,20.000000,1008.50,54,0.00,3.22,292
5/14/2013,16:20:00,69.95,34.76,27.31,20.333300,1008.30,52,0.00,4.83,315
5/14/2013,16:30:00,68.19,34.64,26.457,19.833300,1008.20,53,0.00,4.83,315
5/14/2013,16:40:00,71.49,34.54,27.592,19.666700,1008.13,53,0.00,4.83,67
5/14/2013,16:50:00,74.41,34.43,28.555,20.055600,1008.00,52,0.00,6.44,292
5/14/2013,17:00:00,67.98,34.57,26.279,20.000000,1007.83,53,0.00,0.00,270
5/14/2013,17:10:00,71.69,34.55,27.684,20.388900,1007.69,51,0.00,3.22,315
5/14/2013,17:20:00,70.65,34.39,27.055,20.055600,1007.62,53,0.00,1.61,292
5/14/2013,17:30:00,69.16,34.55,26.707,20.666700,1007.42,54,0.00,6.44,315
5/14/2013,17:40:00,72.52,34.59,28.063,20.611100,1007.35,52,0.00,4.83,270
5/14/2013,17:50:00,73.08,34.48,28.118,20.611100,1007.32,51,0.00,6.44,337
5/14/2013,18:00:00,76.82,34.46,29.526,20.388900,1007.22,50,0.00,9.66,337
5/14/2013,18:10:00,70.97,34.55,27.406,20.444400,1007.08,51,0.00,3.22,315
5/14/2013,18:20:00,73.12,34.4,28.016,20.444400,1006.84,51,0.00,6.44,315
5/14/2013,18:30:00,71.65,34.59,27.727,20.333300,1006.67,52,0.00,3.22,337
5/14/2013,18:40:00,70.58,34.85,27.685,20.000000,1006.71,53,0.00,8.05,292
5/14/2013,18:50:00,71.4,34.83,27.978,19.944400,1006.61,53,0.00,4.83,315
5/14/2013,19:00:00,72.12,34.79,28.201,19.555600,1006.51,56,0.00,8.05,0
5/14/2013,19:10:00,68.26,34.86,26.789,19.277800,1006.57,58,0.00,9.66,0
5/14/2013,19:20:00,72.53,34.8,28.376,18.888900,1006.47,59,0.00,8.05,22
5/14/2013,19:30:00,69.6,34.86,27.315,18.666700,1006.34,60,0.00,6.44,22
5/14/2013,19:40:00,72.59,34.79,28.385,18.333300,1006.23,61,0.00,6.44,45
5/14/2013,19:50:00,68.77,34.83,26.947,18.111100,1006.10,61,0.00,8.05,67
5/14/2013,20:00:00,72.78,34.62,28.208,17.833300,1005.96,62,0.00,8.05,45
5/14/2013,20:10:00,70.83,34.76,27.653,17.500000,1005.90,63,0.00,11.27,45
5/14/2013,20:20:00,70.89,34.8,27.735,17.222200,1005.86,63,0.00,8.05,67
5/14/2013,20:30:00,70.73,34.69,27.514,17.000000,1005.90,64,0.00,8.05,67
5/14/2013,20:40:00,73.13,34.51,28.181,16.666700,1005.59,65,0.00,9.66,67
5/14/2013,20:50:00,73.13,34.52,28.196,16.333300,1005.49,66,0.00,11.27,67
5/14/2013,21:00:00,76.67,34.52,29.561,16.000000,1005.46,66,0.00,8.05,45
5/14/2013,21:10:00,74.32,34.52,28.655,16.000000,1005.56,66,0.00,9.66,67
5/14/2013,21:20:00,73.59,34.38,28.166,15.833300,1005.56,66,0.00,8.05,67
5/14/2013,21:30:00,74.83,34.56,28.912,15.500000,1005.62,67,0.00,6.44,67
5/14/2013,21:40:00,76.56,34.42,29.364,15.055600,1005.66,68,0.00,0.00,90
5/14/2013,21:50:00,74.98,34.39,28.713,15.000000,1005.66,69,0.00,1.61,67
5/14/2013,22:00:00,75.66,34.62,29.324,14.777800,1005.62,69,0.00,0.00,135
5/14/2013,22:10:00,74.38,34.65,28.873,14.555600,1005.69,70,0.00,1.61,135
5/14/2013,22:20:00,68.45,34.6,26.502,14.388900,1005.73,71,0.00,0.00,-1
5/14/2013,22:30:00,71.89,34.38,27.516,14.000000,1005.62,74,0.00,0.00,135
5/14/2013,22:40:00,73.23,34.44,28.117,13.555600,1005.59,76,0.00,0.00,-1
5/14/2013,22:50:00,73.23,34.41,28.073,13.222200,1005.56,77,0.00,0.00,135
5/14/2013,23:00:00,75.44,34.38,28.875,12.944400,1005.59,79,0.00,0.00,135
5/14/2013,23:10:00,71.47,34.29,27.226,12.555600,1005.56,80,0.00,0.00,135
5/14/2013,23:20:00,72.3,34.45,27.774,12.277800,1005.42,81,0.00,0.00,-1
5/14/2013,23:30:00,71.02,34.53,27.397,12.111100,1005.35,82,0.00,0.00,135
5/14/2013,23:40:00,70.98,34.57,27.439,11.888900,1005.15,83,0.00,1.61,135
5/14/2013,23:50:00,71.17,34.48,27.383,11.777800,1004.98,84,0.00,0.00,135
5/15/2013,0:00:00,73.36,34.76,28.641,12.111100,1004.85,84,0.00,0.00,247
5/15/2013,0:10:00,71.56,34.84,28.055,12.111100,1004.71,84,0.00,1.61,247
5/15/2013,0:20:00,71.56,34.79,27.982,12.000000,1004.71,83,0.00,0.00,112
5/15/2013,0:30:00,73.3,34.66,28.469,11.888900,1004.64,83,0.00,1.61,112
5/15/2013,0:40:00,77.51,34.58,29.978,11.611100,1004.58,84,0.00,0.00,112
5/15/2013,0:50:00,70.93,34.73,27.649,11.222200,1004.44,84,0.00,1.61,112
5/15/2013,1:00:00,74.8,34.86,29.356,10.944400,1004.27,85,0.00,0.00,112
5/15/2013,1:10:00,72.03,34.88,28.299,10.722200,1004.07,86,0.00,0.00,112
5/15/2013,1:20:00,82.95,34.58,32.082,10.666700,1003.97,87,0.00,0.00,-1
5/15/2013,1:30:00,71.62,34.9,28.167,10.555600,1003.97,87,0.00,0.00,-1
5/15/2013,1:40:00,69.51,35.07,27.58,10.833300,1003.97,88,0.00,0.00,315
5/15/2013,1:50:00,70.29,35.09,27.918,10.888900,1003.76,87,0.00,1.61,292
5/15/2013,2:00:00,70.12,34.9,27.577,10.722200,1003.69,87,0.00,3.22,22
5/15/2013,2:10:00,73.42,34.96,28.965,10.722200,1003.49,87,0.00,0.00,-1
5/15/2013,2:20:00,72.15,35.18,28.792,10.500000,1003.25,88,0.00,0.00,-1
5/15/2013,2:30:00,75.38,35.04,29.862,10.388900,1003.15,88,0.00,0.00,0
5/15/2013,2:40:00,72.66,35.11,28.89,10.333300,1003.15,88,0.00,0.00,337
5/15/2013,2:50:00,73.54,35.2,29.377,10.111100,1003.05,88,0.00,0.00,337
5/15/2013,3:00:00,74.21,35.27,29.753,10.055600,1002.85,88,0.00,0.00,337
5/15/2013,3:10:00,72.06,35.37,29.041,10.166700,1002.81,89,0.00,0.00,337
5/15/2013,3:20:00,70.51,35.24,28.225,10.111100,1002.75,89,0.00,0.00,-1
5/15/2013,3:30:00,73.76,35.4,29.772,10.055600,1002.64,89,0.00,0.00,112
5/15/2013,3:40:00,73.8,35.19,29.465,10.277800,1002.64,89,0.00,0.00,0
5/15/2013,3:50:00,73.39,35.31,29.485,10.555600,1002.51,89,0.00,0.00,0
5/15/2013,4:00:00,75.96,35.32,30.533,10.777800,1002.54,88,0.00,0.00,315
5/15/2013,4:10:00,75.45,35.31,30.313,10.888900,1002.31,87,0.00,0.00,315
5/15/2013,4:20:00,70.63,35.47,28.613,10.888900,1002.27,87,0.00,0.00,-1
5/15/2013,4:30:00,75.36,35.46,30.513,10.944400,1002.17,86,0.00,0.00,247
5/15/2013,4:40:00,73.2,35.49,29.685,11.055600,1002.10,85,0.00,1.61,270
5/15/2013,4:50:00,72.39,35.61,29.539,11.166700,1002.07,84,0.00,0.00,270
5/15/2013,5:00:00,72.55,35.7,29.743,11.000000,1002.20,85,0.00,1.61,315
5/15/2013,5:10:00,70.69,35.6,28.831,10.833300,1002.14,85,0.00,1.61,315
5/15/2013,5:20:00,74.21,35.21,29.66,10.611100,1002.17,85,0.00,0.00,315
5/15/2013,5:30:00,71.85,35.37,28.956,10.611100,1002.27,86,0.00,0.00,315
5/15/2013,5:40:00,71.75,35.3,28.811,10.500000,1002.31,86,0.00,0.00,-1
5/15/2013,5:50:00,72.6,34.94,28.612,10.277800,1002.27,86,0.00,1.61,315
5/15/2013,6:00:00,71.46,34.94,28.162,10.277800,1002.41,87,0.00,1.61,292
5/15/2013,6:10:00,67.82,34.51,26.135,10.166700,1002.41,87,0.00,1.61,292
5/15/2013,6:20:00,69.42,34.53,26.78,10.166700,1002.41,88,0.00,1.61,315
5/15/2013,6:30:00,68.08,34.51,26.235,10.277800,1002.24,88,0.00,0.00,315
5/15/2013,6:40:00,68.98,34.2,26.154,10.277800,1002.00,88,0.00,0.00,315
5/15/2013,6:50:00,68.56,34.04,25.778,10.611100,1001.97,89,0.00,0.00,315
5/15/2013,7:00:00,70.61,33.82,26.244,11.333300,1001.80,87,0.00,0.00,315
5/15/2013,7:10:00,68.65,33.81,25.502,11.722200,1001.73,85,0.00,0.00,-1
5/15/2013,7:20:00,71.73,33.59,26.34,12.666700,1001.76,83,0.00,0.00,315
5/15/2013,7:30:00,70.63,33.36,25.624,12.833300,1001.80,80,0.00,1.61,315
5/15/2013,7:40:00,71.29,33.15,25.578,12.611100,1001.76,79,0.00,1.61,292
5/15/2013,7:50:00,73.5,33.22,26.468,12.500000,1001.73,80,0.00,0.00,292
5/15/2013,8:00:00,72.37,33.13,25.938,12.555600,1001.63,79,0.00,0.00,-1
5/15/2013,8:10:00,72.76,32.81,25.64,12.777800,1001.80,80,0.00,1.61,292
5/15/2013,8:20:00,78.71,32.6,27.43,13.000000,1001.53,81,0.00,0.00,-1
5/15/2013,8:30:00,80.22,32.34,27.573,13.166700,1001.39,81,0.00,0.00,-1
5/15/2013,8:40:00,79.63,32.67,27.854,13.388900,1001.80,80,0.00,3.22,292
5/15/2013,8:50:00,78.4,32.65,27.395,13.500000,1001.66,80,0.00,0.00,315
5/15/2013,9:00:00,73.31,32.65,25.616,13.722200,1001.46,81,0.00,0.00,247
5/15/2013,9:10:00,75.36,32.56,26.207,14.166700,1001.73,79,0.00,0.00,270
5/15/2013,9:20:00,73.74,32.9,26.11,14.333300,1001.80,76,0.00,1.61,270
5/15/2013,9:30:00,80.5,32.64,28.113,14.555600,1001.87,75,0.00,0.00,270
5/15/2013,9:40:00,79.46,32.46,27.486,14.388900,1001.73,75,0.00,0.00,247
5/15/2013,9:50:00,75.88,32.68,26.556,14.500000,1001.66,75,0.00,0.00,247
5/15/2013,10:00:00,71.99,32.89,25.477,14.611100,1001.73,74,0.00,0.00,315
5/15/2013,10:10:00,75.44,32.94,26.768,14.777800,1001.80,72,0.00,0.00,315
5/15/2013,10:20:00,71.99,32.95,25.557,15.000000,1001.87,72,0.00,0.00,247
5/15/2013,10:30:00,72.86,32.81,25.675,15.388900,1001.83,69,0.00,0.00,247
5/15/2013,10:40:00,75.08,32.88,26.556,15.666700,1001.73,68,0.00,0.00,247
5/15/2013,10:50:00,73.39,33.05,26.193,15.777800,1001.73,66,0.00,0.00,247
5/15/2013,11:00:00,76.43,33.3,27.64,16.444400,1001.49,67,0.00,0.00,292
5/15/2013,11:10:00,74.95,33.22,26.991,16.833300,1001.66,65,0.00,0.00,270
5/15/2013,11:20:00,77.11,33.28,27.857,17.222200,1001.63,60,0.00,0.00,292
5/15/2013,11:30:00,69.41,33.64,25.555,17.444400,1001.46,56,0.00,0.00,270
5/15/2013,11:40:00,77.86,33.02,27.744,17.722200,1001.43,60,0.00,1.61,270
5/15/2013,11:50:00,72.19,33.58,26.495,17.611100,1001.36,57,0.00,1.61,270
5/15/2013,12:00:00,70.92,33.8,26.331,17.388900,1001.39,57,0.00,1.61,225
5/15/2013,12:10:00,72.4,33.66,26.684,17.555600,1001.26,59,0.00,0.00,270
5/15/2013,12:20:00,73.24,33.84,27.25,17.722200,1001.22,58,0.00,1.61,270
5/15/2013,12:30:00,74.99,33.82,27.872,18.166700,1001.05,59,0.00,1.61,292
5/15/2013,12:40:00,79.2,33.85,29.483,18.166700,1001.05,60,0.00,0.00,270
5/15/2013,12:50:00,73.97,33.97,27.71,18.333300,1000.95,59,0.00,0.00,292
5/15/2013,13:00:00,71.41,34.16,27.019,18.388900,1000.88,59,0.00,0.00,270
5/15/2013,13:10:00,75.11,34.06,28.27,18.555600,1000.78,59,0.00,0.00,270
5/15/2013,13:20:00,73.36,34.1,27.67,18.944400,1000.68,54,0.00,0.00,225
5/15/2013,13:30:00,74.65,34.15,28.23,20.000000,1000.75,53,0.00,1.61,315
5/15/2013,13:40:00,79.48,34.13,30.025,19.777800,1000.92,52,0.00,3.22,90
5/15/2013,13:50:00,75.16,34.11,28.364,19.555600,1000.58,50,0.00,1.61,135
5/15/2013,14:00:00,74.29,34.2,28.168,19.444400,1000.61,53,0.00,1.61,45
5/15/2013,14:10:00,74.41,34.4,28.51,19.555600,1000.58,50,0.00,0.00,67
5/15/2013,14:20:00,78.47,34.32,29.94,19.666700,1000.55,53,0.00,1.61,202
5/15/2013,14:30:00,74.71,34.22,28.357,20.055600,1000.51,54,0.00,1.61,202
5/15/2013,14:40:00,72.93,34.5,28.089,19.666700,1000.58,47,0.00,1.61,157
5/15/2013,14:50:00,69.98,34.48,26.925,19.722200,1000.58,48,0.00,3.22,90
5/15/2013,15:00:00,75.89,34.31,28.94,20.222200,1000.55,48,0.00,3.22,67
5/15/2013,15:10:00,74.93,34.45,28.784,21.166700,1000.41,53,0.00,0.00,0
5/15/2013,15:20:00,73.95,34.49,28.467,21.222200,1000.31,43,0.00,1.61,225
5/15/2013,15:30:00,75.09,34.6,29.073,20.833300,1000.17,46,0.00,4.83,180
5/15/2013,15:40:00,70.87,34.58,27.41,20.611100,1000.10,51,0.00,4.83,292
5/15/2013,15:50:00,70.57,34.62,27.352,20.777800,1000.00,49,0.00,4.83,292
5/15/2013,16:00:00,75.39,34.48,29.007,20.555600,1000.04,51,0.00,6.44,315
5/15/2013,16:10:00,69.53,34.59,26.906,20.722200,999.94,53,0.00,1.61,247
5/15/2013,16:20:00,76.98,34.47,29.603,20.444400,1000.00,49,0.00,1.61,315
5/15/2013,16:30:00,75.19,34.45,28.884,20.444400,999.87,50,0.00,3.22,270
5/15/2013,16:40:00,76.21,34.43,29.245,20.166700,1000.07,52,0.00,3.22,270
5/15/2013,16:50:00,73.29,34.49,28.213,19.888900,1000.00,52,0.00,0.00,292
5/15/2013,17:00:00,76.92,34.37,29.426,19.888900,999.97,54,0.00,1.61,270
5/15/2013,17:10:00,73.86,34.57,28.552,19.777800,1000.04,55,0.00,1.61,270
5/15/2013,17:20:00,70.98,34.66,27.568,19.555600,1000.04,59,0.00,6.44,292
5/15/2013,17:30:00,72.48,34.72,28.239,18.888900,1000.07,62,0.00,11.27,292
5/15/2013,17:40:00,71.3,34.77,27.851,18.444400,1000.10,65,0.00,8.05,292
5/15/2013,17:50:00,72.89,34.76,28.458,17.944400,1000.07,66,0.00,9.66,315
